ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF_0,EpicF_1,EpicF_2,EpicF_3,EpicF_4,SuperiorF_0,SuperiorF_1,SuperiorF_2,SuperiorF_3,SuperiorF_4,GoodF_0,GoodF_1,GoodF_2,GoodF_3,GoodF_4,Epic_0,Epic_1,Epic_2,Epic_3,Epic_4,Superior_0,Superior_1,Superior_2,Superior_3,Superior_4,Good_0,Good_1,Good_2,Good_3,Good_4
13,0.24557211995,0.24557211995,0,0,3.46690058708,2.60017538071,1.95013165474,1.73345029354,1.73345029354,3.46690058708,2.60017538071,1.95013165474,1.73345029354,1.73345029354,3.46690058708,2.60017538071,1.95013165474,1.73345029354,1.73345029354,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1
14,0.25080174208,0.25080174208,0,0,3.5407307148,2.6555480957,1.99166095257,1.7703653574,1.7703653574,3.5407307148,2.6555480957,1.99166095257,1.7703653574,1.7703653574,3.5407307148,2.6555480957,1.99166095257,1.7703653574,1.7703653574,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1
15,0.25614273548,0.25614273548,0,0,3.61613297462,2.71209979057,2.03407478333,1.80806648731,1.80806648731,3.61613297462,2.71209979057,2.03407478333,1.80806648731,1.80806648731,3.61613297462,2.71209979057,2.03407478333,1.80806648731,1.80806648731,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1
16,0.29836267233,0.29836267233,0,0,3.89698195457,2.92273640633,2.19205236435,1.94849097729,1.94849097729,3.89698195457,2.92273640633,2.19205236435,1.94849097729,1.94849097729,3.89698195457,2.92273640633,2.19205236435,1.94849097729,1.94849097729,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1
17,0.30143922567,0.30143922567,0,0,3.93716549873,2.95287418365,2.21465563774,1.96858274937,1.96858274937,3.93716549873,2.95287418365,2.21465563774,1.96858274937,1.96858274937,3.93716549873,2.95287418365,2.21465563774,1.96858274937,1.96858274937,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1
18,0.3075338304,0.3075338304,0,0,4.01676845551,3.01257634163,2.25943231583,2.00838422775,2.00838422775,4.01676845551,3.01257634163,2.25943231583,2.00838422775,2.00838422775,4.01676845551,3.01257634163,2.25943231583,2.00838422775,2.00838422775,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
19,0.3105494678,0.3105494678,0,0,4.05615615845,3.04211711884,2.28158783913,2.02807807922,2.02807807922,4.05615615845,3.04211711884,2.28158783913,2.02807807922,2.02807807922,4.05615615845,3.04211711884,2.28158783913,2.02807807922,2.02807807922,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
20,0.35903385282,0.35903385282,0,0,4.35192584991,3.26394414902,2.44795823097,2.17596292496,2.17596292496,4.35192584991,3.26394414902,2.44795823097,2.17596292496,2.17596292496,4.35192584991,3.26394414902,2.44795823097,2.17596292496,2.17596292496,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
21,0.36594343185,0.36594343185,0,0,4.43567800522,3.3267583847,2.49506878853,2.21783900261,2.21783900261,4.43567800522,3.3267583847,2.49506878853,2.21783900261,2.21783900261,4.43567800522,3.3267583847,2.49506878853,2.21783900261,2.21783900261,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
22,0.37298595905,0.37298595905,0,0,4.52104187012,3.39078140259,2.54308605194,2.26052093506,2.26052093506,4.52104187012,3.39078140259,2.54308605194,2.26052093506,2.26052093506,4.52104187012,3.39078140259,2.54308605194,2.26052093506,2.26052093506,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
23,0.42831286788,0.42831286788,0,0,4.83173179626,3.62379860878,2.71784901619,2.41586589813,2.41586589813,4.83173179626,3.62379860878,2.71784901619,2.41586589813,2.41586589813,4.83173179626,3.62379860878,2.71784901619,2.41586589813,2.41586589813,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
24,0.43617707491,0.43617707491,0,0,4.92044639587,3.69033479691,2.76775121689,2.46022319794,2.46022319794,4.92044639587,3.69033479691,2.76775121689,2.46022319794,2.46022319794,4.92044639587,3.69033479691,2.76775121689,2.46022319794,2.46022319794,4,3,2,2,2,4,3,2,2,2,4,3,2,2,2
25,0.44418567419,0.44418567419,0,0,5.01079034805,3.75809264183,2.81856942177,2.50539517403,2.50539517403,5.01079034805,3.75809264183,2.81856942177,2.50539517403,2.50539517403,5.01079034805,3.75809264183,2.81856942177,2.50539517403,2.50539517403,5,3,2,2,2,5,3,2,2,2,5,3,2,2,2
26,0.51129156351,0.51129156351,0,0,5.38201665878,4.03651237488,3.02738428116,2.69100832939,2.69100832939,5.38201665878,4.03651237488,3.02738428116,2.69100832939,2.69100832939,5.38201665878,4.03651237488,3.02738428116,2.69100832939,2.69100832939,5,4,3,2,2,5,4,3,2,2,5,4,3,2,2
27,0.52026706934,0.52026706934,0,0,5.4764957428,4.1073718071,3.08052873611,2.7382478714,2.7382478714,5.4764957428,4.1073718071,3.08052873611,2.7382478714,2.7382478714,5.4764957428,4.1073718071,3.08052873611,2.7382478714,2.7382478714,5,4,3,2,2,5,4,3,2,2,5,4,3,2,2
28,0.59575849771,0.59575849771,0,0,5.86592960358,4.39944696426,3.29958534241,2.93296480179,2.93296480179,5.86592960358,4.39944696426,3.29958534241,2.93296480179,2.93296480179,5.86592960358,4.39944696426,3.29958534241,2.93296480179,2.93296480179,5,4,3,2,2,5,4,3,2,2,5,4,3,2,2
29,0.60577684641,0.60577684641,0,0,5.96457195282,4.4734287262,3.35507178307,2.98228597641,2.98228597641,5.96457195282,4.4734287262,3.35507178307,2.98228597641,2.98228597641,5.96457195282,4.4734287262,3.35507178307,2.98228597641,2.98228597641,5,4,3,2,2,5,4,3,2,2,5,4,3,2,2
30,0.61210107803,0.61210107803,0,0,6.02684164047,4.52013111115,3.39009833336,3.01342082024,3.01342082024,6.02684164047,4.52013111115,3.39009833336,3.01342082024,3.01342082024,6.02684164047,4.52013111115,3.39009833336,3.01342082024,3.01342082024,6,4,3,3,3,6,4,3,3,3,6,4,3,3,3
31,0.69843620062,0.69843620062,0,0,6.44710302353,4.83532714844,3.62649559975,3.22355151176,3.22355151176,6.44710302353,4.83532714844,3.62649559975,3.22355151176,3.22355151176,6.44710302353,4.83532714844,3.62649559975,3.22355151176,3.22355151176,6,4,3,3,3,6,4,3,3,3,6,4,3,3,3
32,0.70869153738,0.70869153738,0,0,6.54176807404,4.90632629395,3.67974472046,3.27088403702,3.27088403702,6.54176807404,4.90632629395,3.67974472046,3.27088403702,3.27088403702,6.54176807404,4.90632629395,3.67974472046,3.27088403702,3.27088403702,6,4,3,3,3,6,4,3,3,3,6,4,3,3,3
33,0.71909755468,0.71909755468,0,0,6.6378235817,4.97836780548,3.73377561569,3.31891179085,3.31891179085,6.6378235817,4.97836780548,3.73377561569,3.31891179085,3.31891179085,6.6378235817,4.97836780548,3.73377561569,3.31891179085,3.31891179085,6,4,3,3,3,6,4,3,3,3,6,4,3,3,3
34,0.8131890893,0.8131890893,0,0,7.05204629898,5.28903484344,3.96677613258,3.52602314949,3.52602314949,7.05204629898,5.28903484344,3.96677613258,3.52602314949,3.52602314949,7.05204629898,5.28903484344,3.96677613258,3.52602314949,3.52602314949,7,5,3,3,3,7,5,3,3,3,7,5,3,3,3
35,0.82466506958,0.82466506958,0,0,7.15156745911,5.36367559433,4.02275657654,3.57578372955,3.57578372955,7.15156745911,5.36367559433,4.02275657654,3.57578372955,3.57578372955,7.15156745911,5.36367559433,4.02275657654,3.57578372955,3.57578372955,7,5,4,3,3,7,5,4,3,3,7,5,4,3,3
36,0.93178129196,0.93178129196,0,0,7.60637807846,5.70478343964,4.27858781815,3.80318903923,3.80318903923,7.60637807846,5.70478343964,4.27858781815,3.80318903923,3.80318903923,7.60637807846,5.70478343964,4.27858781815,3.80318903923,3.80318903923,7,5,4,3,3,7,5,4,3,3,7,5,4,3,3
37,0.94443875551,0.94443875551,0,0,7.70970439911,5.78227806091,4.33670854568,3.85485219955,3.85485219955,7.70970439911,5.78227806091,4.33670854568,3.85485219955,3.85485219955,7.70970439911,5.78227806091,4.33670854568,3.85485219955,3.85485219955,7,5,4,3,3,7,5,4,3,3,7,5,4,3,3
38,0.95726817846,0.95726817846,0,0,7.81443405151,5.86082553864,4.3956193924,3.90721702576,3.90721702576,7.81443405151,5.86082553864,4.3956193924,3.90721702576,3.90721702576,7.81443405151,5.86082553864,4.3956193924,3.90721702576,3.90721702576,7,5,4,3,3,7,5,4,3,3,7,5,4,3,3
39,1.07747268677,1.07747268677,1,1,8.29489803314,6.22117376328,4.66588020325,4.14744901657,4.14744901657,8.29489803314,6.22117376328,4.66588020325,4.14744901657,4.14744901657,8.29489803314,6.22117376328,4.66588020325,4.14744901657,4.14744901657,8,6,4,4,4,8,6,4,4,4,8,6,4,4,4
40,1.09216415882,1.09216415882,1,1,8.40799999237,6.3060002327,4.72950029373,4.20399999619,4.20399999619,8.40799999237,6.3060002327,4.72950029373,4.20399999619,4.20399999619,8.40799999237,6.3060002327,4.72950029373,4.20399999619,4.20399999619,8,6,4,4,4,8,6,4,4,4,8,6,4,4,4
41,1.22517442703,1.22517442703,1,1,8.91035938263,6.68276977539,5.01207733154,4.45517969131,4.45517969131,8.91035938263,6.68276977539,5.01207733154,4.45517969131,4.45517969131,8.91035938263,6.68276977539,5.01207733154,4.45517969131,4.45517969131,8,6,5,4,4,8,6,5,4,4,8,6,5,4,4
42,1.24217176437,1.24217176437,1,1,9.03397655487,6.77548217773,5.0816116333,4.51698827744,4.51698827744,9.03397655487,6.77548217773,5.0816116333,4.51698827744,4.51698827744,9.03397655487,6.77548217773,5.0816116333,4.51698827744,4.51698827744,9,6,5,4,4,9,6,5,4,4,9,6,5,4,4
43,1.25940489769,1.25940489769,1,1,9.15930843353,6.86948108673,5.15211105347,4.57965421677,4.57965421677,9.15930843353,6.86948108673,5.15211105347,4.57965421677,4.57965421677,9.15930843353,6.86948108673,5.15211105347,4.57965421677,4.57965421677,9,6,5,4,4,9,6,5,4,4,9,6,5,4,4
44,1.35445094109,1.35445094109,1,1,9.32095241547,6.99071455002,5.2430357933,4.66047620773,4.66047620773,9.32095241547,6.99071455002,5.2430357933,4.66047620773,4.66047620773,9.32095241547,6.99071455002,5.2430357933,4.66047620773,4.66047620773,9,6,5,4,4,9,6,5,4,4,9,6,5,4,4
45,1.41621863842,1.41621863842,1,1,9.74602127075,7.30951547623,5.48213672638,4.87301063538,4.87301063538,9.74602127075,7.30951547623,5.48213672638,4.87301063538,4.87301063538,9.74602127075,7.30951547623,5.48213672638,4.87301063538,4.87301063538,9,7,5,4,4,9,7,5,4,4,9,7,5,4,4
46,1.56253921986,1.56253921986,1,1,10.19047355652,7.64285516739,5.73214149475,5.09523677826,5.09523677826,10.19047355652,7.64285516739,5.73214149475,5.09523677826,5.09523677826,10.19047355652,7.64285516739,5.73214149475,5.09523677826,5.09523677826,10,7,5,5,5,10,7,5,5,5,10,7,5,5,5
47,1.63473820686,1.63473820686,1,1,10.66133594513,7.99600219727,5.99700164795,5.33066797256,5.33066797256,10.66133594513,7.99600219727,5.99700164795,5.33066797256,5.33066797256,10.66133594513,7.99600219727,5.99700164795,5.33066797256,5.33066797256,10,7,5,5,5,10,7,5,5,5,10,7,5,5,5
48,1.71027326584,1.71027326584,1,1,11.15395545959,8.36546707153,6.27410030365,5.5769777298,5.5769777298,11.15395545959,8.36546707153,6.27410030365,5.5769777298,5.5769777298,11.15395545959,8.36546707153,6.27410030365,5.5769777298,5.5769777298,11,8,6,5,5,11,8,6,5,5,11,8,6,5,5
49,1.89253640175,1.89253640175,1,1,11.71395874023,8.78546905518,6.58910131454,5.85697937012,5.85697937012,11.71395874023,8.78546905518,6.58910131454,5.85697937012,5.85697937012,11.71395874023,8.78546905518,6.58910131454,5.85697937012,5.85697937012,11,8,6,5,5,11,8,6,5,5,11,8,6,5,5
50,1.98038065434,1.98038065434,1,1,12.2576751709,9.19325637817,6.89494228363,6.12883758545,6.12883758545,12.2576751709,9.19325637817,6.89494228363,6.12883758545,6.12883758545,12.2576751709,9.19325637817,6.89494228363,6.12883758545,6.12883758545,12,9,6,6,6,12,9,6,6,6,12,9,6,6,6
51,2.07230234146,2.07230234146,2,2,12.82662963867,9.619972229,7.21497917175,6.41331481934,6.41331481934,12.82662963867,9.619972229,7.21497917175,6.41331481934,6.41331481934,12.82662963867,9.619972229,7.21497917175,6.41331481934,6.41331481934,12,9,7,6,6,12,9,7,6,6,12,9,7,6,6
52,2.28219652176,2.28219652176,2,2,13.42468643188,10.06851482391,7.55138587952,6.71234321594,6.71234321594,13.42468643188,10.06851482391,7.55138587952,6.71234321594,6.71234321594,13.42468643188,10.06851482391,7.55138587952,6.71234321594,6.71234321594,13,10,7,6,6,13,10,7,6,6,13,10,7,6,6
53,2.38860654831,2.38860654831,2,2,14.05062675476,10.53797054291,7.90347766876,7.02531337738,7.02531337738,14.05062675476,10.53797054291,7.90347766876,7.02531337738,7.02531337738,14.05062675476,10.53797054291,7.90347766876,7.02531337738,7.02531337738,14,10,7,7,7,14,10,7,7,7,14,10,7,7,7
54,2.62712144852,2.62712144852,2,2,14.70575332642,11.02931499481,8.27198600769,7.35287666321,7.35287666321,14.70575332642,11.02931499481,8.27198600769,7.35287666321,7.35287666321,14.70575332642,11.02931499481,8.27198600769,7.35287666321,7.35287666321,14,11,8,7,7,14,11,8,7,7,14,11,8,7,7
55,2.75016546249,2.75016546249,2,2,15.39451217651,11.54588413239,8.65941238403,7.69725608826,7.69725608826,15.39451217651,11.54588413239,8.65941238403,7.69725608826,7.69725608826,15.39451217651,11.54588413239,8.65941238403,7.69725608826,7.69725608826,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
56,2.79275107384,2.79275107384,2,2,15.63289165497,11.72466945648,8.79350185394,7.81644582748,7.81644582748,15.63289165497,11.72466945648,8.79350185394,7.81644582748,7.81644582748,15.63289165497,11.72466945648,8.79350185394,7.81644582748,7.81644582748,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
57,2.97655582428,2.97655582428,2,2,15.87496376038,11.90622329712,8.92966747284,7.93748188019,7.93748188019,15.87496376038,11.90622329712,8.92966747284,7.93748188019,7.93748188019,15.87496376038,11.90622329712,8.92966747284,7.93748188019,7.93748188019,15,11,8,7,7,15,11,8,7,7,15,11,8,7,7
58,3.0232527256,3.0232527256,3,3,16.12401390076,12.0930109024,9.06975841522,8.06200695038,8.06200695038,16.12401390076,12.0930109024,9.06975841522,8.06200695038,8.06200695038,16.12401390076,12.0930109024,9.06975841522,8.06200695038,8.06200695038,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
59,3.07068228722,3.07068228722,3,3,16.37697219849,12.28272914886,9.21204662323,8.18848609924,8.18848609924,16.37697219849,12.28272914886,9.21204662323,8.18848609924,8.18848609924,16.37697219849,12.28272914886,9.21204662323,8.18848609924,8.18848609924,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
60,3.25714612007,3.25714612007,3,3,16.57053756714,12.42790222168,9.32092666626,8.28526878357,8.28526878357,16.57053756714,12.42790222168,9.32092666626,8.28526878357,8.28526878357,16.57053756714,12.42790222168,9.32092666626,8.28526878357,8.28526878357,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
61,3.30890774727,3.30890774727,3,3,16.83387184143,12.62540340424,9.46905231476,8.41693592072,8.41693592072,16.83387184143,12.62540340424,9.46905231476,8.41693592072,8.41693592072,16.83387184143,12.62540340424,9.46905231476,8.41693592072,8.41693592072,16,12,9,8,8,16,12,9,8,8,16,12,9,8,8
62,3.36149191856,3.36149191856,3,3,17.10139083862,12.82604217529,9.61953163147,8.55069541931,8.55069541931,17.10139083862,12.82604217529,9.61953163147,8.55069541931,8.55069541931,17.10139083862,12.82604217529,9.61953163147,8.55069541931,8.55069541931,17,12,9,8,8,17,12,9,8,8,17,12,9,8,8
63,3.5621752739,3.5621752739,3,3,17.30611419678,12.97958660126,9.73468971252,8.65305709839,8.65305709839,17.30611419678,12.97958660126,9.73468971252,8.65305709839,8.65305709839,17.30611419678,12.97958660126,9.73468971252,8.65305709839,8.65305709839,17,12,9,8,8,17,12,9,8,8,17,12,9,8,8
64,3.61950874329,3.61950874329,3,3,17.58465766907,13.18849372864,9.89136981964,8.79232883453,8.79232883453,17.58465766907,13.18849372864,9.89136981964,8.79232883453,8.79232883453,17.58465766907,13.18849372864,9.89136981964,8.79232883453,8.79232883453,17,13,9,8,8,17,13,9,8,8,17,13,9,8,8
65,3.677765131,3.677765131,3,3,17.86768531799,13.40076446533,10.05057239532,8.933842659,8.933842659,17.86768531799,13.40076446533,10.05057239532,8.933842659,8.933842659,17.86768531799,13.40076446533,10.05057239532,8.933842659,8.933842659,17,13,10,8,8,17,13,10,8,8,17,13,10,8,8
66,3.89377522469,3.89377522469,3,3,18.08429718018,13.56322288513,10.17241668701,9.04214859009,9.04214859009,18.08429718018,13.56322288513,10.17241668701,9.04214859009,9.04214859009,18.08429718018,13.56322288513,10.17241668701,9.04214859009,9.04214859009,18,13,10,9,9,18,13,10,9,9,18,13,10,9,9
67,3.95723748207,3.95723748207,3,3,18.37904167175,13.78428173065,10.33821105957,9.18952083588,9.18952083588,18.37904167175,13.78428173065,10.33821105957,9.18952083588,9.18952083588,18.37904167175,13.78428173065,10.33821105957,9.18952083588,9.18952083588,18,13,10,9,9,18,13,10,9,9,18,13,10,9,9
68,4.02173376083,4.02173376083,4,4,18.67859077454,14.00894260406,10.50670719147,9.33929538727,9.33929538727,18.67859077454,14.00894260406,10.50670719147,9.33929538727,9.33929538727,18.67859077454,14.00894260406,10.50670719147,9.33929538727,9.33929538727,18,14,10,9,9,18,14,10,9,9,18,14,10,9,9
69,4.25427055359,4.25427055359,4,4,18.90786933899,14.1809015274,10.63567638397,9.45393466949,9.45393466949,18.90786933899,14.1809015274,10.63567638397,9.45393466949,9.45393466949,18.90786933899,14.1809015274,10.63567638397,9.45393466949,9.45393466949,18,14,10,9,9,18,14,10,9,9,18,14,10,9,9
70,4.32447290421,4.32447290421,4,4,19.21987915039,14.41490936279,10.81118202209,9.6099395752,9.6099395752,19.21987915039,14.41490936279,10.81118202209,9.6099395752,9.6099395752,19.21987915039,14.41490936279,10.81118202209,9.6099395752,9.6099395752,19,14,10,9,9,19,14,10,9,9,19,14,10,9,9
71,4.39583349228,4.39583349228,4,4,19.53703689575,14.65277862549,10.98958396912,9.76851844788,9.76851844788,19.53703689575,14.65277862549,10.98958396912,9.76851844788,9.76851844788,19.53703689575,14.65277862549,10.98958396912,9.76851844788,9.76851844788,19,14,10,9,9,19,14,10,9,9,19,14,10,9,9
72,4.53699588776,4.53699588776,4,4,19.77981948853,14.83486461639,11.12614822388,9.88990974426,9.88990974426,19.77981948853,14.83486461639,11.12614822388,9.88990974426,9.88990974426,19.77981948853,14.83486461639,11.12614822388,9.88990974426,9.88990974426,19,14,11,9,9,19,14,11,9,9,19,14,11,9,9
73,4.61278533936,4.61278533936,4,4,20.11023712158,15.08267688751,11.31200790405,10.05511856079,10.05511856079,20.11023712158,15.08267688751,11.31200790405,10.05511856079,10.05511856079,20.11023712158,15.08267688751,11.31200790405,10.05511856079,10.05511856079,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
74,4.68984079361,4.68984079361,4,4,20.44617271423,15.33462905884,11.50097179413,10.22308635712,10.22308635712,20.44617271423,15.33462905884,11.50097179413,10.22308635712,10.22308635712,20.44617271423,15.33462905884,11.50097179413,10.22308635712,10.22308635712,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
75,4.83940887451,4.83940887451,4,4,20.70335388184,15.52751541138,11.64563655853,10.35167694092,10.35167694092,20.70335388184,15.52751541138,11.64563655853,10.35167694092,10.35167694092,20.70335388184,15.52751541138,11.64563655853,10.35167694092,10.35167694092,20,15,11,10,10,20,15,11,10,10,20,15,11,10,10
76,4.92123270035,4.92123270035,4,4,21.05340194702,15.79005146027,11.84253883362,10.52670097351,10.52670097351,21.05340194702,15.79005146027,11.84253883362,10.52670097351,10.52670097351,21.05340194702,15.79005146027,11.84253883362,10.52670097351,10.52670097351,21,15,11,10,10,21,15,11,10,10,21,15,11,10,10
77,5.00444030762,5.00444030762,5,5,21.40936851501,16.05702781677,12.04277038574,10.70468425751,10.70468425751,21.40936851501,16.05702781677,12.04277038574,10.70468425751,10.70468425751,21.40936851501,16.05702781677,12.04277038574,10.70468425751,10.70468425751,21,16,12,10,10,21,16,12,10,10,21,16,12,10,10
78,5.16300535202,5.16300535202,5,5,21.68191337585,16.26143455505,12.19607543945,10.84095668793,10.84095668793,21.68191337585,16.26143455505,12.19607543945,10.84095668793,10.84095668793,21.68191337585,16.26143455505,12.19607543945,10.84095668793,10.84095668793,21,16,12,10,10,21,16,12,10,10,21,16,12,10,10
79,5.25134897232,5.25134897232,5,5,22.05290794373,16.53968048096,12.40476131439,11.02645397186,11.02645397186,22.05290794373,16.53968048096,12.40476131439,11.02645397186,11.02645397186,22.05290794373,16.53968048096,12.40476131439,11.02645397186,11.02645397186,22,16,12,11,11,22,16,12,11,11,22,16,12,11,11
80,5.34120368958,5.34120368958,5,5,22.4302520752,16.8226890564,12.6170167923,11.2151260376,11.2151260376,22.4302520752,16.8226890564,12.6170167923,11.2151260376,11.2151260376,22.4302520752,16.8226890564,12.6170167923,11.2151260376,11.2151260376,22,16,12,11,11,22,16,12,11,11,22,16,12,11,11
81,5.5094037056,5.5094037056,5,5,22.71919059753,17.03939247131,12.77954483032,11.35959529877,11.35959529877,22.71919059753,17.03939247131,12.77954483032,11.35959529877,11.35959529877,22.71919059753,17.03939247131,12.77954483032,11.35959529877,11.35959529877,22,17,12,11,11,22,17,12,11,11,22,17,12,11,11
82,5.60479259491,5.60479259491,5,5,23.11254692078,17.33440971375,13.00080680847,11.55627346039,11.55627346039,23.11254692078,17.33440971375,13.00080680847,11.55627346039,11.55627346039,23.11254692078,17.33440971375,13.00080680847,11.55627346039,11.55627346039,23,17,13,11,11,23,17,13,11,11,23,17,13,11,11
83,5.70183229446,5.70183229446,5,5,23.51271057129,17.63453292847,13.22590065002,11.75635528564,11.75635528564,23.51271057129,17.63453292847,13.22590065002,11.75635528564,11.75635528564,23.51271057129,17.63453292847,13.22590065002,11.75635528564,11.75635528564,23,17,13,11,11,23,17,13,11,11,23,17,13,11,11
84,5.88035440445,5.88035440445,5,5,23.81915664673,17.86436843872,13.39827632904,11.90957832336,11.90957832336,23.81915664673,17.86436843872,13.39827632904,11.90957832336,11.90957832336,23.81915664673,17.86436843872,13.39827632904,11.90957832336,11.90957832336,23,17,13,11,11,23,17,13,11,11,23,17,13,11,11
85,5.98335838318,5.98335838318,5,5,24.23638916016,18.17729187012,13.63296890259,12.11819458008,12.11819458008,24.23638916016,18.17729187012,13.63296890259,12.11819458008,12.11819458008,24.23638916016,18.17729187012,13.63296890259,12.11819458008,12.11819458008,24,18,13,12,12,24,18,13,12,12,24,18,13,12,12
86,6.08816671371,6.08816671371,6,6,24.6609287262,18.49569702148,13.87177276611,12.3304643631,12.3304643631,24.6609287262,18.49569702148,13.87177276611,12.3304643631,12.3304643631,24.6609287262,18.49569702148,13.87177276611,12.3304643631,12.3304643631,24,18,13,12,12,24,18,13,12,12,24,18,13,12,12
87,6.27775144577,6.27775144577,6,6,24.98607444763,18.73955726624,14.05466747284,12.49303722382,12.49303722382,24.98607444763,18.73955726624,14.05466747284,12.49303722382,12.49303722382,24.98607444763,18.73955726624,14.05466747284,12.49303722382,12.49303722382,24,18,14,12,12,24,18,14,12,12,24,18,14,12,12
88,6.36052131653,6.36052131653,6,6,25.31550788879,18.98663139343,14.23997306824,12.6577539444,12.6577539444,25.31550788879,18.98663139343,14.23997306824,12.6577539444,12.6577539444,25.31550788879,18.98663139343,14.23997306824,12.6577539444,12.6577539444,25,18,14,12,12,25,18,14,12,12,25,18,14,12,12
89,6.47322654724,6.47322654724,6,6,25.76408576965,19.32306289673,14.49229812622,12.88204288483,12.88204288483,25.76408576965,19.32306289673,14.49229812622,12.88204288483,12.88204288483,25.76408576965,19.32306289673,14.49229812622,12.88204288483,12.88204288483,25,19,14,12,12,25,19,14,12,12,25,19,14,12,12
